,Area,Room,Parking,Warehouse,Elevator,Address,Price(USD),PriceGrade,AreaGrade,Price(meter²),Price(Neighborhood)
904,68,1,True,True,False,West Ferdows Boulevard,65000.0,Budget,Medium,955.8823529411765,103524.82772413793
1547,108,2,True,True,True,Shams Abad,151666.67,Budget,Large,1404.3210185185187,115083.33375
3172,72,2,True,True,True,Darakeh,96666.67,Budget,Medium,1342.5926388888888,96666.67
2748,136,3,True,True,True,Pasdaran,243333.33,Budget,VeryLarge,1789.2156617647058,309631.8181818182
2158,74,2,True,True,True,Eskandari,98666.67,Budget,Medium,1333.3333783783783,51916.667499999996
2641,78,2,True,True,True,Ghiyamdasht,21333.33,Budget,Medium,273.5042307692308,21333.33
1942,100,2,True,True,True,Ekhtiarieh,216666.67,Budget,Large,2166.6667,337801.5880952381
610,165,3,True,True,True,Shahrake Gharb,493333.33,Affordable,VeryLarge,2989.8989696969697,398996.04508474574
1032,83,2,True,True,True,Qazvin Imamzadeh Hassan,48333.33,Budget,Medium,582.3292771084338,51984.84909090909
2861,70,2,True,False,True,Ray,60666.67,Budget,Medium,866.6667142857143,60218.51777777778
2938,55,1,True,True,False,Salsabil,35000.0,Budget,Small,636.3636363636364,46566.97266666666
153,120,3,True,False,True,Pirouzi,123333.33,Budget,Large,1027.77775,72499.99968253968
2136,63,2,False,True,False,Qasr-od-Dasht,42000.0,Budget,Medium,666.6666666666666,50485.71392857143
3123,63,1,True,True,True,Ostad Moein,46000.0,Budget,Medium,730.1587301587301,64229.26865853659
1133,135,3,True,True,True,Qasr-od-Dasht,98333.33,Budget,VeryLarge,728.395037037037,50485.71392857143
1167,66,2,True,True,True,Ostad Moein,52833.33,Budget,Medium,800.505,64229.26865853659
1756,115,2,True,True,True,Punak,180166.67,Budget,Large,1566.666695652174,124276.81161490682
1321,78,2,False,False,False,Parand,15166.67,Budget,Medium,194.44448717948717,17453.01874015748
2384,66,1,False,False,False,Shahedshahr,9900.0,Budget,Medium,150.0,30853.332000000002
1182,150,3,True,True,True,Shahrake Gharb,400000.0,Affordable,VeryLarge,2666.6666666666665,398996.04508474574
589,72,2,True,True,True,Southern Janatabad,105000.0,Budget,Medium,1458.3333333333333,105948.38731182796
653,145,3,True,True,True,Zaferanieh,366666.67,Affordable,VeryLarge,2528.7356551724138,785838.2714814814
551,79,2,True,True,True,Pardis,18333.33,Budget,Medium,232.0674683544304,25927.39732876712
2012,84,2,True,True,True,Pirouzi,75000.0,Budget,Medium,892.8571428571429,72499.99968253968
2118,50,1,True,True,False,Beryanak,27666.67,Budget,Small,553.3334,38150.6668
2813,55,1,False,False,False,Tenant,47333.33,Budget,Small,860.606,62402.89956521739
1688,929,5,True,True,False,Zafar,2666666.67,Luxury,Massive,2870.4700430570506,439146.66799999995
2975,60,1,True,True,False,Punak,90000.0,Budget,Small,1500.0,124276.81161490682
832,95,2,True,True,True,West Ferdows Boulevard,140000.0,Budget,Large,1473.6842105263158,103524.82772413793
3406,63,3,True,True,False,Shoosh,40000.0,Budget,Medium,634.9206349206349,35333.335
788,88,2,True,True,True,Razi,52466.67,Budget,Medium,596.212159090909,44633.33428571428
2615,175,3,True,True,True,Elahieh,583333.33,Affordable,VeryLarge,3333.333314285714,892878.4305882353
804,1000,2,True,True,False,Damavand,233333.33,Budget,Massive,233.33333,122108.69521739132
3291,60,2,True,True,True,Salsabil,50666.67,Budget,Small,844.4445,46566.97266666666
3169,90,2,True,True,True,Central Janatabad,119666.67,Budget,Medium,1329.6296666666667,116287.03677777779
2055,100,2,True,True,True,Saadat Abad,200000.0,Budget,Large,2000.0,316291.9895348837
2117,110,2,True,True,True,Shahran,130666.67,Budget,Large,1187.8788181818181,99525.1286923077
1090,72,2,True,True,True,Qazvin Imamzadeh Hassan,40200.0,Budget,Medium,558.3333333333334,51984.84909090909
2016,100,2,True,True,True,Saadat Abad,246666.67,Budget,Large,2466.6667,316291.9895348837
1870,92,2,False,True,False,Andisheh,31000.0,Budget,Large,336.95652173913044,62586.42602409639
1044,110,2,True,True,True,Feiz Garden,122333.33,Budget,Large,1112.1211818181819,101877.19315789473
1498,42,1,True,False,True,Vahidieh,32500.0,Budget,Small,773.8095238095239,37583.335
776,90,2,True,True,True,Shahran,105666.67,Budget,Medium,1174.074111111111,99525.1286923077
720,78,2,True,True,True,East Ferdows Boulevard,110000.0,Budget,Medium,1410.2564102564102,128490.54027027027
2865,60,1,True,True,True,Railway,29000.0,Budget,Small,483.3333333333333,122912.12090909091
4,123,2,True,True,True,Shahrake Gharb,233333.33,Budget,VeryLarge,1897.0189430894309,398996.04508474574
3446,74,2,True,True,True,Mehran,135666.67,Budget,Medium,1833.3333783783785,170291.66625
2535,75,2,False,False,True,Parand,11500.0,Budget,Medium,153.33333333333334,17453.01874015748
527,133,3,True,True,True,Sohanak,248266.67,Budget,VeryLarge,1866.6666917293235,248266.67
2602,78,2,True,True,False,Islamshahr,33333.33,Budget,Medium,427.35038461538466,41914.10230769231
3268,150,2,True,True,True,Mirdamad,273333.33,Budget,VeryLarge,1822.2222000000002,346266.6653333333
1733,76,2,True,True,True,Jeyhoon,60000.0,Budget,Medium,789.4736842105264,58270.00021978022
1741,117,3,True,True,True,Islamshahr,66333.33,Budget,Large,566.9515384615385,41914.10230769231
3254,98,2,True,True,True,Pardis,21666.67,Budget,Large,221.08846938775508,25927.39732876712
2506,181,3,True,True,True,Marzdaran,433333.33,Affordable,VeryLarge,2394.1067955801104,315572.7272727273
1302,82,2,True,True,True,Ostad Moein,86666.67,Budget,Medium,1056.9106097560975,64229.26865853659
1384,190,3,True,True,True,Kook,433333.33,Affordable,VeryLarge,2280.701736842105,288748.1466666667
2120,95,2,True,True,True,Shahr-e-Ziba,97333.33,Budget,Large,1024.5613684210527,103462.99724770641
471,130,2,True,True,True,Southern Chitgar,108333.33,Budget,VeryLarge,833.3333076923077,76393.334
943,108,2,True,True,True,Golestan,110000.0,Budget,Large,1018.5185185185185,94322.916875
2510,92,2,True,True,True,Pardis,18833.33,Budget,Large,204.7101086956522,25927.39732876712
3072,59,1,True,True,True,West Ferdows Boulevard,66666.67,Budget,Small,1129.943559322034,103524.82772413793
2148,92,2,True,True,True,West Ferdows Boulevard,99000.0,Budget,Large,1076.0869565217392,103524.82772413793
1938,140,3,True,True,True,Gheitarieh,371666.67,Affordable,VeryLarge,2654.7619285714286,357490.47642857145
1095,105,2,True,True,True,Shahr-e-Ziba,136666.67,Budget,Large,1301.5873333333334,103462.99724770641
2917,58,1,False,False,False,Parand,8500.0,Budget,Small,146.55172413793105,17453.01874015748
2266,90,1,True,True,True,Kamranieh,333333.33,Affordable,Medium,3703.703666666667,610047.6185714286
311,60,2,True,True,True,Southern Janatabad,73333.33,Budget,Small,1222.2221666666667,105948.38731182796
545,58,1,True,True,True,Punak,88333.33,Budget,Small,1522.988448275862,124276.81161490682
1282,190,3,True,True,True,Gheitarieh,466666.67,Affordable,VeryLarge,2456.1403684210527,357490.47642857145
2818,60,1,True,True,False,Tenant,46666.67,Budget,Small,777.7778333333333,62402.89956521739
605,76,2,True,True,True,Saadat Abad,133333.33,Budget,Medium,1754.3859210526314,316291.9895348837
2444,70,2,True,True,True,Kahrizak,23800.0,Budget,Medium,340.0,36073.957500000004
1448,84,2,True,True,True,West Pars,103333.33,Budget,Medium,1230.1586904761905,145878.78636363635
2049,115,3,True,True,True,Farmanieh,230000.0,Budget,Large,2000.0,697242.6898245614
478,64,1,True,True,True,Pardis,22666.67,Budget,Medium,354.16671875,25927.39732876712
109,68,2,False,True,False,Pakdasht,14333.33,Budget,Medium,210.78426470588235,27426.6656
3129,145,3,True,True,True,Vanak,263333.33,Budget,VeryLarge,1816.091931034483,1090000.0
2141,85,2,False,False,False,Pakdasht,11833.33,Budget,Medium,139.21564705882352,27426.6656
387,75,2,True,True,False,Shahr-e-Ziba,63000.0,Budget,Medium,840.0,103462.99724770641
3370,71,2,True,True,True,Amirieh,55000.0,Budget,Medium,774.6478873239437,59680.556666666664
1290,83,2,True,True,True,Parand,23516.67,Budget,Medium,283.3333734939759,17453.01874015748
831,75,2,True,True,False,West Ferdows Boulevard,65000.0,Budget,Medium,866.6666666666666,103524.82772413793
2126,41,1,False,True,False,Salsabil,25666.67,Budget,Small,626.0163414634146,46566.97266666666
3102,170,3,True,True,True,Mirdamad,393333.33,Affordable,VeryLarge,2313.7254705882356,346266.6653333333
3092,630,0,False,False,False,Tajrish,2520000.0,Luxury,Massive,4000.0,588333.3328571429
238,160,3,True,True,True,Gheitarieh,503333.33,Affordable,VeryLarge,3145.8333125,357490.47642857145
2357,95,2,True,True,True,Gheitarieh,326666.67,Affordable,Large,3438.596526315789,357490.47642857145
2328,57,1,True,True,False,Salsabil,29000.0,Budget,Small,508.7719298245614,46566.97266666666
1408,140,2,True,True,True,Pasdaran,350000.0,Affordable,VeryLarge,2500.0,309631.8181818182
3096,250,3,True,True,True,Velenjak,1333333.33,MidRange,Huge,5333.333320000001,712712.1213636363
1660,135,3,True,True,True,Shahrake Gharb,300000.0,Budget,VeryLarge,2222.222222222222,398996.04508474574
297,265,3,True,True,True,Farmanieh,666666.67,Economy,Huge,2515.723283018868,697242.6898245614
1840,75,2,True,True,False,West Ferdows Boulevard,83333.33,Budget,Medium,1111.1110666666666,103524.82772413793
1283,147,3,True,True,True,Heravi,303333.33,Budget,VeryLarge,2063.4920408163266,268728.98521739134
1501,76,2,True,False,True,Punak,141666.67,Budget,Medium,1864.0351315789476,124276.81161490682
2879,68,2,True,True,True,Ostad Moein,65666.67,Budget,Medium,965.6863235294118,64229.26865853659
896,100,2,True,True,True,Shahr-e-Ziba,126666.67,Budget,Large,1266.6667,103462.99724770641
2453,62,1,True,False,True,Tehransar,51000.0,Budget,Medium,822.5806451612904,71625.00125
1449,45,1,False,True,False,Shahran,52666.67,Budget,Small,1170.3704444444445,99525.1286923077
384,115,2,True,True,True,Ekhtiarieh,246666.67,Budget,Large,2144.9275652173915,337801.5880952381
902,80,1,False,True,False,Shahrake Qods,18666.67,Budget,Medium,233.333375,30030.72463768116
55,72,2,True,True,True,Shahran,78333.33,Budget,Medium,1087.9629166666666,99525.1286923077
1803,705,5,True,True,False,Abazar,3033333.33,UltraLuxury,Massive,4302.6004680851065,286471.0139130435
213,101,2,True,True,True,Beryanak,77433.33,Budget,Large,766.6666336633664,38150.6668
3285,54,1,False,True,False,Beryanak,25333.33,Budget,Small,469.1357407407408,38150.6668
733,97,2,True,True,True,Pardis,30000.0,Budget,Large,309.2783505154639,25927.39732876712
495,86,2,True,True,True,Central Janatabad,116000.0,Budget,Medium,1348.8372093023256,116287.03677777779
2527,98,2,True,True,True,Pardis,30333.33,Budget,Large,309.5237755102041,25927.39732876712
2035,70,2,True,True,True,Jeyhoon,57666.67,Budget,Medium,823.8095714285714,58270.00021978022
3069,65,1,True,True,True,Punak,78000.0,Budget,Medium,1200.0,124276.81161490682
2855,57,1,True,True,True,Ostad Moein,53333.33,Budget,Small,935.672456140351,64229.26865853659
1516,100,2,False,True,False,Tehransar,66666.67,Budget,Large,666.6667,71625.00125
566,170,3,True,True,True,Zaferanieh,633333.33,Economy,VeryLarge,3725.490176470588,785838.2714814814
434,180,3,True,True,True,East Ferdows Boulevard,312000.0,Affordable,VeryLarge,1733.3333333333333,128490.54027027027
182,94,2,True,True,True,Heravi,160000.0,Budget,Large,1702.127659574468,268728.98521739134
2114,80,2,True,True,True,Central Janatabad,113166.67,Budget,Medium,1414.583375,116287.03677777779
2805,90,2,True,True,True,Tenant,76666.67,Budget,Medium,851.8518888888889,62402.89956521739
1923,160,3,True,True,True,Persian Gulf Martyrs Lake,223333.33,Budget,VeryLarge,1395.8333125,102752.65125000001
2920,150,3,True,True,True,Pasdaran,325000.0,Affordable,VeryLarge,2166.6666666666665,309631.8181818182
2416,39,1,False,False,False,Salsabil,25333.33,Budget,Tiny,649.5725641025641,46566.97266666666
68,53,1,True,True,False,East Ferdows Boulevard,64000.0,Budget,Small,1207.5471698113208,128490.54027027027
3428,88,2,True,True,True,Central Janatabad,133333.33,Budget,Medium,1515.151477272727,116287.03677777779
2710,83,2,False,False,True,Parand,16666.67,Budget,Medium,200.80325301204817,17453.01874015748
1061,125,3,True,True,True,Gheitarieh,236666.67,Budget,VeryLarge,1893.33336,357490.47642857145
64,109,2,True,True,True,Shahran,116666.67,Budget,Large,1070.3364220183487,99525.1286923077
873,102,2,True,True,True,Gheitarieh,270000.0,Budget,Large,2647.0588235294117,357490.47642857145
618,84,2,True,True,True,Shahrake Qods,38360.0,Budget,Medium,456.6666666666667,30030.72463768116
924,85,2,True,True,True,Shahr-e-Ziba,78333.33,Budget,Medium,921.5685882352941,103462.99724770641
2347,107,2,True,True,True,Hekmat,216666.67,Budget,Large,2024.9221495327104,262833.335
2192,105,2,True,True,True,Andisheh,40000.0,Budget,Large,380.95238095238096,62586.42602409639
2986,600,2,False,False,False,Damavand,133333.33,Budget,Massive,222.22221666666664,122108.69521739132
1562,270,5,True,True,False,Aqdasieh,483333.33,Affordable,Huge,1790.1234444444444,585999.9996
1189,75,2,True,True,False,Shahr-e-Ziba,63000.0,Budget,Medium,840.0,103462.99724770641
3125,253,4,True,True,True,Jordan,379500.0,Affordable,Huge,1500.0,310072.22277777776
225,128,3,True,True,True,Punak,190000.0,Budget,VeryLarge,1484.375,124276.81161490682
2740,94,2,False,True,False,Northren Jamalzadeh,80000.0,Budget,Large,851.063829787234,116880.95214285715
2370,78,2,False,True,True,Parand,14333.33,Budget,Medium,183.76064102564104,17453.01874015748
1522,87,2,False,False,True,Pardis,19500.0,Budget,Medium,224.13793103448276,25927.39732876712
2816,55,1,False,True,False,Tenant,38500.0,Budget,Small,700.0,62402.89956521739
1899,92,2,True,True,True,Punak,129000.0,Budget,Large,1402.1739130434783,124276.81161490682
3434,123,3,True,True,True,Velenjak,416666.67,Affordable,VeryLarge,3387.533902439024,712712.1213636363
526,111,2,True,True,True,Saadat Abad,226666.67,Budget,Large,2042.0420720720722,316291.9895348837
1460,160,3,False,True,False,Pakdasht,30333.33,Budget,VeryLarge,189.5833125,27426.6656
1176,95,2,True,True,True,Feiz Garden,120000.0,Budget,Large,1263.157894736842,101877.19315789473
2021,150,2,True,True,True,Araj,350000.0,Affordable,VeryLarge,2333.3333333333335,404444.44444444444
975,145,3,True,True,True,Saadat Abad,366666.67,Affordable,VeryLarge,2528.7356551724138,316291.9895348837
3398,45,1,False,False,True,Si Metri Ji,296666.67,Budget,Small,6592.592666666666,56175.36217391305
1150,62,1,True,True,True,Southern Program Organization,72333.33,Budget,Medium,1166.6666129032258,93652.17434782608
2154,131,2,True,True,True,Ray,113333.33,Budget,VeryLarge,865.1399236641222,60218.51777777778
2237,125,2,True,True,True,Islamshahr Elahieh,58333.33,Budget,VeryLarge,466.66664000000003,58333.33
1171,90,2,True,True,True,Qalandari,218666.67,Budget,Medium,2429.6296666666667,257606.0609090909
3375,105,3,True,True,True,East Ferdows Boulevard,194333.33,Budget,Large,1850.793619047619,128490.54027027027
608,135,3,True,False,True,Saadat Abad,290000.0,Budget,VeryLarge,2148.1481481481483,316291.9895348837
326,160,3,True,True,True,Gheitarieh,333333.33,Affordable,VeryLarge,2083.3333125,357490.47642857145
693,63,1,True,True,True,Salsabil,66666.67,Budget,Medium,1058.201111111111,46566.97266666666
1272,190,3,True,True,True,Punak,380000.0,Affordable,VeryLarge,2000.0,124276.81161490682
576,170,3,True,True,True,Farmanieh,623333.33,Economy,VeryLarge,3666.6666470588234,697242.6898245614
1445,114,2,True,True,True,Persian Gulf Martyrs Lake,123000.0,Budget,Large,1078.9473684210527,102752.65125000001
2289,43,1,True,True,False,Narmak,44333.33,Budget,Small,1031.0076744186047,131330.6668
165,117,2,True,True,True,Islamshahr,52650.0,Budget,Large,450.0,41914.10230769231
2218,48,1,False,True,False,Beryanak,27666.67,Budget,Small,576.3889583333333,38150.6668
3331,115,2,False,False,False,Northern Janatabad,172500.0,Budget,Large,1500.0,109611.11090909092
1898,98,2,True,True,True,Southern Janatabad,120000.0,Budget,Large,1224.4897959183672,105948.38731182796
1014,175,3,True,True,True,Marzdaran,379166.67,Affordable,VeryLarge,2166.6666857142854,315572.7272727273
1078,128,3,True,True,True,Kook,131666.67,Budget,VeryLarge,1028.645859375,288748.1466666667
765,400,3,True,True,False,Amirabad,66666.67,Budget,Huge,166.666675,137261.90357142856
482,102,2,True,True,True,Abazar,173333.33,Budget,Large,1699.3463725490194,286471.0139130435
2009,202,3,False,False,False,Araj,450000.0,Affordable,Huge,2227.7227722772277,404444.44444444444
1377,110,2,True,True,False,Saadat Abad,416666.67,Affordable,Large,3787.878818181818,316291.9895348837
3433,86,2,False,True,False,Vahidiyeh,17333.33,Budget,Medium,201.55034883720933,18466.665
3071,65,2,True,False,True,Air force,58333.33,Budget,Medium,897.4358461538462,106259.999
2330,95,2,True,True,True,Niavaran,296666.67,Budget,Large,3122.8070526315787,663106.8627941177
1316,108,2,True,True,True,Gheitarieh,300000.0,Budget,Large,2777.777777777778,357490.47642857145
1092,190,3,True,True,True,Dorous,400000.0,Affordable,VeryLarge,2105.2631578947367,624487.1799999999
2061,67,2,True,True,False,Punak,76000.0,Budget,Medium,1134.3283582089553,124276.81161490682
737,72,1,True,True,False,Andisheh,24333.33,Budget,Medium,337.9629166666667,62586.42602409639
2932,50,1,False,True,False,Northern Janatabad,58166.67,Budget,Small,1163.3334,109611.11090909092
500,73,2,True,True,True,Feiz Garden,86666.67,Budget,Medium,1187.2146575342465,101877.19315789473
271,115,3,True,True,True,Punak,150000.0,Budget,Large,1304.3478260869565,124276.81161490682
1216,140,3,True,True,True,Jordan,306666.67,Budget,VeryLarge,2190.4762142857144,310072.22277777776
2733,45,1,False,True,True,Si Metri Ji,29666.67,Budget,Small,659.2593333333333,56175.36217391305
2954,97,2,True,True,True,Shahrake Gharb,186666.67,Budget,Large,1924.3986597938147,398996.04508474574
301,60,1,True,True,False,Southern Janatabad,76000.0,Budget,Small,1266.6666666666667,105948.38731182796
3066,82,2,True,True,True,Boloorsazi,53333.33,Budget,Medium,650.4064634146341,53333.33
2686,84,2,True,True,True,Northren Jamalzadeh,86666.67,Budget,Medium,1031.7460714285714,116880.95214285715
2281,65,2,True,True,False,West Ferdows Boulevard,71666.67,Budget,Medium,1102.5641538461539,103524.82772413793
631,87,2,True,True,True,Pardis,26500.0,Budget,Medium,304.5977011494253,25927.39732876712
2054,61,2,False,True,False,Salsabil,34666.67,Budget,Medium,568.3060655737704,46566.97266666666
1121,105,2,True,True,True,Pardis,29166.67,Budget,Large,277.7778095238095,25927.39732876712
1894,115,2,True,True,True,Yousef Abad,180000.0,Budget,Large,1565.2173913043478,234399.12315789473
3074,58,1,True,True,True,Punak,78333.33,Budget,Small,1350.5746551724137,124276.81161490682
1703,86,2,True,True,True,Punak,141666.67,Budget,Medium,1647.2868604651164,124276.81161490682
2240,40,1,False,True,False,Jeyhoon,26666.67,Budget,Tiny,666.66675,58270.00021978022
1795,70,2,False,True,True,Komeil,41666.67,Budget,Medium,595.2381428571429,38357.575454545455
2475,60,1,False,False,False,Shahrake Qods,14333.33,Budget,Small,238.88883333333334,30030.72463768116
347,221,4,True,True,True,Saadat Abad,833333.33,Economy,Huge,3770.7390497737556,316291.9895348837
760,122,2,True,True,True,Saadat Abad,263333.33,Budget,VeryLarge,2158.469918032787,316291.9895348837
1865,110,2,True,True,False,Southern Program Organization,119333.33,Budget,Large,1084.8484545454546,93652.17434782608
282,126,2,True,True,True,East Ferdows Boulevard,183333.33,Budget,VeryLarge,1455.0264285714284,128490.54027027027
2703,90,2,True,True,True,Shahr-e-Ziba,96666.67,Budget,Medium,1074.074111111111,103462.99724770641
3047,75,2,True,True,True,Heravi,153000.0,Budget,Medium,2040.0,268728.98521739134
727,50,1,True,True,True,Salsabil,50000.0,Budget,Small,1000.0,46566.97266666666
657,95,2,True,True,True,Jeyhoon,76000.0,Budget,Large,800.0,58270.00021978022
2398,114,2,True,True,True,Pakdasht,36666.67,Budget,Large,321.6374561403509,27426.6656
1149,92,2,True,True,True,Shahr-e-Ziba,90000.0,Budget,Large,978.2608695652174,103462.99724770641
3031,56,2,True,True,False,Andisheh,17166.67,Budget,Small,306.54767857142855,62586.42602409639
698,101,2,True,True,True,Southern Chitgar,34500.0,Budget,Large,341.58415841584156,76393.334
251,115,2,True,True,True,East Ferdows Boulevard,153333.33,Budget,Large,1333.333304347826,128490.54027027027
1722,130,3,True,True,True,Shahrakeh Naft,250000.0,Budget,VeryLarge,1923.076923076923,195555.55333333332
335,100,2,True,True,False,Southern Janatabad,126666.67,Budget,Large,1266.6667,105948.38731182796
3374,60,1,True,True,True,Shahr-e-Ziba,65333.33,Budget,Small,1088.8888333333334,103462.99724770641
1130,81,2,True,True,True,Qazvin Imamzadeh Hassan,47333.33,Budget,Medium,584.3620987654322,51984.84909090909
245,70,2,True,True,False,West Ferdows Boulevard,70666.67,Budget,Medium,1009.5238571428571,103524.82772413793
783,97,2,True,True,True,Farmanieh,198333.33,Budget,Large,2044.673505154639,697242.6898245614
2552,165,3,False,True,False,Heshmatieh,137500.0,Budget,VeryLarge,833.3333333333334,118750.0
856,137,3,True,True,True,Pakdasht,58333.33,Budget,VeryLarge,425.7907299270073,27426.6656
2676,253,5,True,True,False,North Program Organization,1012000.0,Standard,Huge,4000.0,247240.74074074073
1875,100,2,True,True,True,Pasdaran,200000.0,Budget,Large,2000.0,309631.8181818182
1438,350,3,True,True,False,Pasdaran,33333.33,Budget,Huge,95.23808571428572,309631.8181818182
1948,100,2,True,True,True,Shahrake Qods,56666.67,Budget,Large,566.6667,30030.72463768116
25,160,3,True,True,True,Velenjak,498166.67,Affordable,VeryLarge,3113.5416875,712712.1213636363
1985,103,2,True,True,True,Heravi,221333.33,Budget,Large,2148.867281553398,268728.98521739134
1921,85,2,False,False,False,Azadshahr,103333.33,Budget,Medium,1215.6862352941178,128666.66600000001
2483,85,2,True,True,True,Hor Square,65243.33,Budget,Medium,767.5685882352941,52474.165
994,113,2,True,True,True,Persian Gulf Martyrs Lake,109000.0,Budget,Large,964.6017699115044,102752.65125000001
2198,67,2,False,True,False,Salsabil,40500.0,Budget,Medium,604.4776119402985,46566.97266666666
1541,230,3,True,True,True,Farmanieh,733333.33,Economy,Huge,3188.4057826086955,697242.6898245614
3136,62,1,True,True,True,Komeil,55666.67,Budget,Medium,897.8495161290323,38357.575454545455
1551,105,2,True,True,True,Pardis,18333.33,Budget,Large,174.60314285714287,25927.39732876712
2127,85,2,True,True,True,Shahrakeh Naft,153333.33,Budget,Medium,1803.9215294117646,195555.55333333332
1998,116,3,True,True,True,Gheitarieh,266666.67,Budget,Large,2298.8506034482757,357490.47642857145
45,51,1,True,True,True,Gisha,99333.33,Budget,Small,1947.7123529411765,183903.70222222223
3432,80,2,False,True,True,Shahryar,13666.67,Budget,Medium,170.833375,72356.41
3005,110,2,True,True,True,Niavaran,403333.33,Affordable,Large,3666.6666363636364,663106.8627941177
3186,63,2,True,True,False,Punak,62666.67,Budget,Medium,994.7090476190476,124276.81161490682
2723,75,2,True,False,True,Feiz Garden,90000.0,Budget,Medium,1200.0,101877.19315789473
1699,47,1,True,True,True,Punak,70000.0,Budget,Small,1489.3617021276596,124276.81161490682
3311,71,1,False,True,True,Pardis,18000.0,Budget,Medium,253.5211267605634,25927.39732876712
459,102,2,True,True,False,Parastar,67666.67,Budget,Large,663.3987254901961,61458.33375
1361,238,3,True,True,True,Velenjak,1428000.0,MidRange,Huge,6000.0,712712.1213636363
2408,55,1,False,True,False,West Ferdows Boulevard,51666.67,Budget,Small,939.394,103524.82772413793
142,70,2,True,True,True,Punak,116666.67,Budget,Medium,1666.6667142857143,124276.81161490682
2644,86,3,False,True,True,Parand,11000.0,Budget,Medium,127.90697674418605,17453.01874015748
2521,101,2,True,True,True,Feiz Garden,151666.67,Budget,Large,1501.650198019802,101877.19315789473
3348,46,1,True,True,True,Central Janatabad,65000.0,Budget,Small,1413.0434782608695,116287.03677777779
3223,45,1,False,True,False,Karoon,29333.33,Budget,Small,651.8517777777778,39991.667499999996
3372,75,2,False,True,True,Parand,11500.0,Budget,Medium,153.33333333333334,17453.01874015748
2531,74,2,False,False,False,Parand,14000.0,Budget,Medium,189.1891891891892,17453.01874015748
3059,68,2,False,True,False,Ostad Moein,50000.0,Budget,Medium,735.2941176470588,64229.26865853659
2998,71,2,True,True,False,West Ferdows Boulevard,93333.33,Budget,Medium,1314.5539436619717,103524.82772413793
2162,44,1,False,True,False,Qasr-od-Dasht,25666.67,Budget,Small,583.3334090909091,50485.71392857143
766,81,2,True,True,False,Andisheh,36990.0,Budget,Medium,456.6666666666667,62586.42602409639
2976,46,1,True,True,False,Shahran,55000.0,Budget,Small,1195.6521739130435,99525.1286923077
1466,88,2,True,True,True,Abazar,186666.67,Budget,Medium,2121.212159090909,286471.0139130435
2235,65,1,True,True,True,Southern Janatabad,83333.33,Budget,Medium,1282.0512307692309,105948.38731182796
2971,102,2,True,True,True,Shahryar,40833.33,Budget,Large,400.3267647058824,72356.41
3138,77,2,False,True,True,Azarbaijan,60000.0,Budget,Medium,779.2207792207793,78347.2225
2663,68,1,False,False,False,Islamshahr,27166.67,Budget,Medium,399.50985294117646,41914.10230769231
3416,140,3,True,True,True,Mehran,280000.0,Budget,VeryLarge,2000.0,170291.66625
769,74,2,False,False,True,Parand,10500.0,Budget,Medium,141.8918918918919,17453.01874015748
1861,222,3,True,True,True,Gheitarieh,660000.0,Economy,Huge,2972.972972972973,357490.47642857145
1758,95,2,True,True,True,North Program Organization,143333.33,Budget,Large,1508.771894736842,247240.74074074073
2640,80,2,True,True,True,Koohsar,80000.0,Budget,Medium,1000.0,110416.665
3371,86,2,True,True,True,Amirieh,66000.0,Budget,Medium,767.4418604651163,59680.556666666664
2456,72,2,True,True,False,Shahran,86666.67,Budget,Medium,1203.70375,99525.1286923077
2692,86,2,False,False,True,Parand,15666.67,Budget,Medium,182.17058139534885,17453.01874015748
1592,108,2,True,True,True,Persian Gulf Martyrs Lake,100800.0,Budget,Large,933.3333333333334,102752.65125000001
2779,132,3,True,False,True,Southern Suhrawardi,223333.33,Budget,VeryLarge,1691.9191666666666,148500.0
19,42,1,False,True,False,Pirouzi,46333.33,Budget,Small,1103.1745238095239,72499.99968253968
2875,105,2,True,True,True,Persian Gulf Martyrs Lake,90000.0,Budget,Large,857.1428571428571,102752.65125000001
2780,104,2,True,True,True,Mehran,140000.0,Budget,Large,1346.1538461538462,170291.66625
1862,120,2,True,True,True,Punak,200000.0,Budget,Large,1666.6666666666667,124276.81161490682
89,76,2,True,True,True,North Program Organization,86666.67,Budget,Medium,1140.3509210526315,247240.74074074073
533,67,1,True,True,True,Southern Janatabad,115000.0,Budget,Medium,1716.4179104477612,105948.38731182796
2618,74,2,True,True,True,Shahran,79666.67,Budget,Medium,1076.5766216216216,99525.1286923077
996,115,2,True,True,True,Persian Gulf Martyrs Lake,120000.0,Budget,Large,1043.4782608695652,102752.65125000001
1940,80,2,True,True,True,Yousef Abad,141666.67,Budget,Medium,1770.8333750000002,234399.12315789473
1686,90,2,True,True,True,Southern Janatabad,122666.67,Budget,Medium,1362.963,105948.38731182796
1325,90,2,True,True,True,Persian Gulf Martyrs Lake,43833.33,Budget,Medium,487.03700000000003,102752.65125000001
2438,51,1,False,True,True,Kahrizak,20333.33,Budget,Small,398.69274509803927,36073.957500000004
2469,104,2,True,True,True,Shahrake Qods,30000.0,Budget,Large,288.46153846153845,30030.72463768116
1391,55,1,True,True,True,Pirouzi,58333.33,Budget,Small,1060.606,72499.99968253968
2672,56,1,False,False,False,Republic,63333.33,Budget,Small,1130.9523214285714,55491.665
2187,44,1,True,False,True,Ostad Moein,33333.33,Budget,Small,757.5756818181818,64229.26865853659
